Target	gc_bias	mappability	reptiming	Gene	on_target
1:11272369-11272531	0.558282208588957	NA	NA	MTOR	TRUE
1:11272853-11272965	0.495575221238938	NA	NA	MTOR	TRUE
1:11273456-11273623	0.488095238095238	NA	NA	MTOR	TRUE
1:11276198-11276297	0.43	NA	NA	MTOR	TRUE
1:11288725-11288975	0.529880478087649	NA	NA	MTOR	TRUE
1:11290982-11291111	0.507692307692308	NA	NA	MTOR	TRUE
1:11291357-11291491	0.533333333333333	NA	NA	MTOR	TRUE
1:11292489-11292588	0.44	NA	NA	MTOR	TRUE
1:11293450-11293549	0.41	NA	NA	MTOR	TRUE
1:11294200-11294322	0.552845528455285	NA	NA	MTOR	TRUE
1:11297900-11298105	0.572815533980582	NA	NA	MTOR	TRUE
1:11298459-11298674	0.564814814814815	NA	NA	MTOR	TRUE
1:11300360-11300604	0.583673469387755	NA	NA	MTOR	TRUE
1:11301610-11301738	0.581395348837209	NA	NA	MTOR	TRUE
1:11303171-11303357	0.53475935828877	NA	NA	MTOR	TRUE
1:11307682-11307790	0.504587155963303	NA	NA	MTOR	TRUE
1:11307876-11308151	0.536231884057971	NA	NA	MTOR	TRUE
1:11313896-11314030	0.503703703703704	NA	NA	MTOR	TRUE
1:11316049-11316249	0.572139303482587	NA	NA	MTOR	TRUE
1:11316990-11317222	0.55793991416309	NA	NA	MTOR	TRUE
1:11318542-11318650	0.44954128440367	NA	NA	MTOR	TRUE
1:11319305-11319466	0.598765432098765	NA	NA	MTOR	TRUE
1:11319967-11514317	0.501633642224635	NA	NA	.	FALSE
1:11514318-11708669	0.512899275541286	NA	NA	.	FALSE
1:11708670-11903020	0.528512845315949	NA	NA	.	FALSE
1:11903021-12097372	0.51736025356055	NA	NA	.	FALSE
1:12097373-12291723	0.518968258460209	NA	NA	.	FALSE
1:12291724-12486075	0.413414834938668	NA	NA	.	FALSE
1:12486076-12680426	0.478176083477831	NA	NA	.	FALSE
1:12680427-12874778	0.449992796575286	NA	NA	.	FALSE
1:12874779-13069129	0.453944562899787	NA	NA	.	FALSE
1:13069130-13263481	0.46090288588193	NA	NA	.	FALSE
1:13263482-13457833	0.462025362345111	NA	NA	.	FALSE
1:13457834-13652184	0.463862390977548	NA	NA	.	FALSE
1:13652185-13846536	0.477556186712769	NA	NA	.	FALSE
1:13846537-14040887	0.444607951592737	NA	NA	.	FALSE
1:14040888-14235239	0.437772701078456	NA	NA	.	FALSE
1:14235240-14429590	0.426151653451745	NA	NA	.	FALSE
1:14429591-14623942	0.422671235696057	NA	NA	.	FALSE
1:14623943-14818293	0.425467324582842	NA	NA	.	FALSE
1:14818294-15012645	0.449334197744299	NA	NA	.	FALSE
1:15012646-15206996	0.478448785959424	NA	NA	.	FALSE
1:15206997-15401348	0.514293652753766	NA	NA	.	FALSE
1:15401349-15595700	0.479624598666337	NA	NA	.	FALSE
1:15595701-15790051	0.494291256541001	NA	NA	.	FALSE
1:15790052-15984403	0.458976496254219	NA	NA	.	FALSE
1:15984404-16178754	0.507591934180941	NA	NA	.	FALSE
1:16178755-16373106	0.486128262122335	NA	NA	.	FALSE
1:16373107-16567457	0.54685080087059	NA	NA	.	FALSE
1:16567458-16761809	0.464471680250268	NA	NA	.	FALSE
1:16761810-16956160	0.471713549197071	NA	NA	.	FALSE
1:16956161-17150512	0.489834688314906	NA	NA	.	FALSE
1:17150513-17344864	0.521594978901457	NA	NA	.	FALSE
1:17345365-17345464	0.39	NA	NA	SDHB	TRUE
1:17349103-17349225	0.544715447154472	NA	NA	SDHB	TRUE
1:17350468-17350569	0.568627450980392	NA	NA	SDHB	TRUE
1:17354244-17354360	0.427350427350427	NA	NA	SDHB	TRUE
1:17355095-17355231	0.452554744525547	NA	NA	SDHB	TRUE
1:17359548-17359647	0.41	NA	NA	SDHB	TRUE
1:17371256-17371383	0.5078125	NA	NA	SDHB	TRUE
1:17380429-17380528	0.7	NA	NA	SDHB	TRUE
1:17381029-17577205	0.501705092849824	NA	NA	.	FALSE
1:17577206-17773382	0.502933575291701	NA	NA	.	FALSE
1:17773383-17969559	0.518144328845889	NA	NA	.	FALSE
1:17969560-18165736	0.510569536693904	NA	NA	.	FALSE
1:18165737-18361913	0.485337220979014	NA	NA	.	FALSE
1:18361914-18558090	0.497005255458081	NA	NA	.	FALSE
1:18558091-18754267	0.492412464254219	NA	NA	.	FALSE
1:18754268-18950444	0.474754940691314	NA	NA	.	FALSE
1:18950445-19146621	0.510554244381349	NA	NA	.	FALSE
1:19146622-19342799	0.511285669137212	NA	NA	.	FALSE
1:19342800-19538976	0.459885715450843	NA	NA	.	FALSE
1:19538977-19735153	0.501888600600478	NA	NA	.	FALSE
1:19735154-19931330	0.460553479765722	NA	NA	.	FALSE
1:19931331-20127507	0.492386977066629	NA	NA	.	FALSE
1:20127508-20323684	0.44562818271255	NA	NA	.	FALSE
1:20323685-20519861	0.462439531647441	NA	NA	.	FALSE
1:20519862-20716038	0.482701845782125	NA	NA	.	FALSE
1:20716039-20912215	0.483726430723275	NA	NA	.	FALSE
1:20912216-21108392	0.488151006489038	NA	NA	.	FALSE
1:21108393-21304570	0.39697621547778	NA	NA	.	FALSE
1:21304571-21500747	0.39610657722363	NA	NA	.	FALSE
1:21500748-21696924	0.504834919485974	NA	NA	.	FALSE
1:21696925-21893101	0.476075177008518	NA	NA	.	FALSE
1:21893102-22089278	0.493121008069244	NA	NA	.	FALSE
1:22089279-22285455	0.530092722388455	NA	NA	.	FALSE
1:22285456-22481632	0.482747722719789	NA	NA	.	FALSE
1:22481633-22677809	0.50667509443003	NA	NA	.	FALSE
1:22677810-22873986	0.453702523741315	NA	NA	.	FALSE
1:22873987-23070163	0.526544905875816	NA	NA	.	FALSE
1:23070164-23266341	0.514976195088134	NA	NA	.	FALSE
1:23266342-23462518	0.42721114095944	NA	NA	.	FALSE
1:23462519-23658695	0.441040488946207	NA	NA	.	FALSE
1:23658696-23854872	0.484118933412174	NA	NA	.	FALSE
1:23854873-24051049	0.484108738537137	NA	NA	.	FALSE
1:24051050-24247226	0.473322560748712	NA	NA	.	FALSE
1:24247227-24443403	0.47058523680146	NA	NA	.	FALSE
1:24443404-24639580	0.472445801495588	NA	NA	.	FALSE
1:24639581-24835757	0.460099807826606	NA	NA	.	FALSE
1:24835758-25031934	0.448691742660964	NA	NA	.	FALSE
1:25031935-25228112	0.448582409852277	NA	NA	.	FALSE
1:25228613-25228884	0.680147058823529	NA	NA	RUNX3	TRUE
1:25228885-25229157	0.684981684981685	NA	NA	RUNX3	TRUE
1:25233750-25233908	0.660377358490566	NA	NA	RUNX3	TRUE
1:25245731-25245835	0.619047619047619	NA	NA	RUNX3	TRUE
1:25254065-25254221	0.624203821656051	NA	NA	RUNX3	TRUE
1:25256078-25256208	0.679389312977099	NA	NA	RUNX3	TRUE
1:25256244-25256359	0.71551724137931	NA	NA	RUNX3	TRUE
1:25256860-25290483	0.537859862003331	NA	NA	.	FALSE
1:25290984-25291083	0.59	NA	NA	RUNX3	TRUE
1:25291584-25483894	0.499971400491912	NA	NA	.	FALSE
1:25483895-25676205	0.461575260905512	NA	NA	.	FALSE
1:25676206-25868517	0.448952743458547	NA	NA	.	FALSE
1:25868518-26060828	0.48698722381975	NA	NA	.	FALSE
1:26060829-26253139	0.499758204158888	NA	NA	.	FALSE
1:26253140-26445451	0.483230375639586	NA	NA	.	FALSE
1:26445452-26637762	0.490101970246112	NA	NA	.	FALSE
1:26637763-26830073	0.48674802793392	NA	NA	.	FALSE
1:26830074-27022385	0.474858563168185	NA	NA	.	FALSE
1:27022886-27022985	0.78	NA	NA	ARID1A	TRUE
1:27023029-27023137	0.743119266055046	NA	NA	ARID1A	TRUE
1:27023165-27023264	0.75	NA	NA	ARID1A	TRUE
1:27023297-27023601	0.731147540983607	NA	NA	ARID1A	TRUE
1:27023602-27023907	0.76797385620915	NA	NA	ARID1A	TRUE
1:27023935-27024034	0.78	NA	NA	ARID1A	TRUE
1:27024535-27055641	0.432989359308194	NA	NA	.	FALSE
1:27056142-27056354	0.619718309859155	NA	NA	ARID1A	TRUE
1:27057643-27057868	0.584070796460177	NA	NA	ARID1A	TRUE
1:27057869-27058095	0.643171806167401	NA	NA	ARID1A	TRUE
1:27059167-27059283	0.521367521367521	NA	NA	ARID1A	TRUE
1:27059784-27086846	0.458042345637956	NA	NA	.	FALSE
1:27087347-27087587	0.5850622406639	NA	NA	ARID1A	TRUE
1:27087870-27087969	0.57	NA	NA	ARID1A	TRUE
1:27088643-27088810	0.607142857142857	NA	NA	ARID1A	TRUE
1:27089464-27089776	0.575079872204473	NA	NA	ARID1A	TRUE
1:27092712-27092857	0.527397260273973	NA	NA	ARID1A	TRUE
1:27092948-27093057	0.509090909090909	NA	NA	ARID1A	TRUE
1:27094281-27094490	0.5	NA	NA	ARID1A	TRUE
1:27097610-27097817	0.504807692307692	NA	NA	ARID1A	TRUE
1:27098991-27099123	0.578947368421053	NA	NA	ARID1A	TRUE
1:27099303-27099478	0.482954545454545	NA	NA	ARID1A	TRUE
1:27099837-27099987	0.615894039735099	NA	NA	ARID1A	TRUE
1:27100071-27100256	0.60752688172043	NA	NA	ARID1A	TRUE
1:27100291-27100390	0.54	NA	NA	ARID1A	TRUE
1:27100820-27101116	0.606060606060606	NA	NA	ARID1A	TRUE
1:27101117-27101413	0.602693602693603	NA	NA	ARID1A	TRUE
1:27101414-27101711	0.583892617449664	NA	NA	ARID1A	TRUE
1:27102068-27102198	0.519083969465649	NA	NA	ARID1A	TRUE
1:27105514-27105859	0.46242774566474	NA	NA	ARID1A	TRUE
1:27105860-27106206	0.579250720461095	NA	NA	ARID1A	TRUE
1:27106207-27106553	0.54178674351585	NA	NA	ARID1A	TRUE
1:27106554-27106900	0.582132564841499	NA	NA	ARID1A	TRUE
1:27106901-27107247	0.564841498559078	NA	NA	ARID1A	TRUE
1:27107748-27305579	0.496370657931983	NA	NA	.	FALSE
1:27305580-27503412	0.507766651670854	NA	NA	.	FALSE
1:27503413-27701245	0.484711852926458	NA	NA	.	FALSE
1:27701246-27899078	0.497621731460373	NA	NA	.	FALSE
1:27899079-28096910	0.485143960532169	NA	NA	.	FALSE
1:28096911-28294743	0.467217299439426	NA	NA	.	FALSE
1:28294744-28492576	0.421572740644887	NA	NA	.	FALSE
1:28492577-28690409	0.462339447918194	NA	NA	.	FALSE
1:28690410-28888241	0.449072950786526	NA	NA	.	FALSE
1:28888242-29086074	0.466009209788054	NA	NA	.	FALSE
1:29086075-29283907	0.472565244423327	NA	NA	.	FALSE
1:29283908-29481740	0.428866771468865	NA	NA	.	FALSE
1:29481741-29679573	0.489812114257985	NA	NA	.	FALSE
1:29679574-29877405	0.483571919608557	NA	NA	.	FALSE
1:29877406-30075238	0.487278656994125	NA	NA	.	FALSE
1:30075239-30273071	0.4726208468759	NA	NA	.	FALSE
1:30273072-30470904	0.473065666496489	NA	NA	.	FALSE
1:30470905-30668736	0.481560111609851	NA	NA	.	FALSE
1:30668737-30866569	0.478170982596432	NA	NA	.	FALSE
1:30866570-31064402	0.46666127491369	NA	NA	.	FALSE
1:31064403-31262235	0.510819731793988	NA	NA	.	FALSE
1:31262236-31460068	0.48057199759393	NA	NA	.	FALSE
1:31460069-31657900	0.449714909620284	NA	NA	.	FALSE
1:31657901-31855733	0.454246763684522	NA	NA	.	FALSE
1:31855734-32053566	0.467333559112989	NA	NA	.	FALSE
1:32053567-32251399	0.535249427547477	NA	NA	.	FALSE
1:32251400-32449231	0.45419345707469	NA	NA	.	FALSE
1:32449232-32647064	0.455727810830347	NA	NA	.	FALSE
1:32647065-32844897	0.505577936946819	NA	NA	.	FALSE
1:32844898-33042730	0.452179363402466	NA	NA	.	FALSE
1:33042731-33240563	0.477266179050007	NA	NA	.	FALSE
1:33240564-33438395	0.467088236483481	NA	NA	.	FALSE
1:33438396-33636228	0.478100215838611	NA	NA	.	FALSE
1:33636229-33834061	0.476260280135266	NA	NA	.	FALSE
1:33834062-34031894	0.44116502302447	NA	NA	.	FALSE
1:34031895-34229726	0.446495005863561	NA	NA	.	FALSE
1:34229727-34427559	0.456738764513504	NA	NA	.	FALSE
1:34427560-34625392	0.451618284108314	NA	NA	.	FALSE
1:34625393-34823225	0.441013379971997	NA	NA	.	FALSE
1:34823226-35021058	0.428598868742829	NA	NA	.	FALSE
1:35021059-35218890	0.454820251526548	NA	NA	.	FALSE
1:35218891-35416723	0.475522283946561	NA	NA	.	FALSE
1:35416724-35614556	0.418929096763432	NA	NA	.	FALSE
1:35614557-35812389	0.41689202509187	NA	NA	.	FALSE
1:35812390-36010221	0.403023777750819	NA	NA	.	FALSE
1:36010222-36208054	0.462551748191657	NA	NA	.	FALSE
1:36208055-36405887	0.431909742055168	NA	NA	.	FALSE
1:36405888-36603720	0.435589613461859	NA	NA	.	FALSE
1:36603721-36801553	0.480940995688283	NA	NA	.	FALSE
1:36801554-36999385	0.493585466456387	NA	NA	.	FALSE
1:36999386-37197218	0.482765767086381	NA	NA	.	FALSE
1:37197219-37395051	0.487153306071282	NA	NA	.	FALSE
1:37395052-37592884	0.499840774794903	NA	NA	.	FALSE
1:37592885-37790716	0.454562457034251	NA	NA	.	FALSE
1:37790717-37988549	0.47879777387999	NA	NA	.	FALSE
1:37988550-38186382	0.477144864608028	NA	NA	.	FALSE
1:38186383-38384215	0.466534905703295	NA	NA	.	FALSE
1:38384216-38582048	0.49373966931705	NA	NA	.	FALSE
1:38582049-38779880	0.471834688018116	NA	NA	.	FALSE
1:38779881-38977713	0.425530624314447	NA	NA	.	FALSE
1:38977714-39175546	0.446447256018966	NA	NA	.	FALSE
1:39175547-39373379	0.444339417589583	NA	NA	.	FALSE
1:39373380-39571211	0.462599579441142	NA	NA	.	FALSE
1:39571212-39769044	0.424691532757427	NA	NA	.	FALSE
1:39769045-39966877	0.426329277724141	NA	NA	.	FALSE
1:39966878-40164710	0.498435549175315	NA	NA	.	FALSE
1:40164711-40362543	0.462698336475714	NA	NA	.	FALSE
1:40363044-40363342	0.551839464882943	NA	NA	MYCL	TRUE
1:40363343-40363642	0.526666666666667	NA	NA	MYCL	TRUE
1:40366486-40366800	0.704761904761905	NA	NA	MYCL	TRUE
1:40366801-40367115	0.66984126984127	NA	NA	MYCL	TRUE
1:40367470-40367569	0.79	NA	NA	MYCL	TRUE
1:40368070-40558898	0.458583339010318	NA	NA	.	FALSE
1:40558899-40749728	0.407792275847613	NA	NA	.	FALSE
1:40749729-40940558	0.437420740973641	NA	NA	.	FALSE
1:40940559-41131388	0.44376670334853	NA	NA	.	FALSE
1:41131389-41322218	0.477079075617041	NA	NA	.	FALSE
1:41322219-41513048	0.470885080962113	NA	NA	.	FALSE
1:41513049-41703878	0.38617617774983	NA	NA	.	FALSE
1:41703879-41894708	0.491961431640727	NA	NA	.	FALSE
1:41894709-42085538	0.509222868521721	NA	NA	.	FALSE
1:42085539-42276368	0.486516795053189	NA	NA	.	FALSE
1:42276369-42467198	0.432825027511398	NA	NA	.	FALSE
1:42467199-42658028	0.424099984279201	NA	NA	.	FALSE
1:42658029-42848858	0.394382434627679	NA	NA	.	FALSE
1:42848859-43039688	0.40430749882094	NA	NA	.	FALSE
1:43039689-43230518	0.434266100717916	NA	NA	.	FALSE
1:43230519-43421348	0.451139757899701	NA	NA	.	FALSE
1:43421349-43612178	0.459146884661741	NA	NA	.	FALSE
1:43612179-43803008	0.466540900277734	NA	NA	.	FALSE
1:43803509-43803608	0.63	NA	NA	MPL	TRUE
1:43803770-43803902	0.56390977443609	NA	NA	MPL	TRUE
1:43804213-43804391	0.564245810055866	NA	NA	MPL	TRUE
1:43804942-43805240	0.585284280936455	NA	NA	MPL	TRUE
1:43805635-43805797	0.625766871165644	NA	NA	MPL	TRUE
1:43806058-43806184	0.543307086614173	NA	NA	MPL	TRUE
1:43812116-43812300	0.535135135135135	NA	NA	MPL	TRUE
1:43812463-43812605	0.58041958041958	NA	NA	MPL	TRUE
1:43814514-43814673	0.7	NA	NA	MPL	TRUE
1:43814932-43815031	0.63	NA	NA	MPL	TRUE
1:43817881-43817980	0.65	NA	NA	MPL	TRUE
1:43818189-43818443	0.568627450980392	NA	NA	MPL	TRUE
1:43818944-44002523	0.477753567926789	NA	NA	.	FALSE
1:44002524-44186103	0.509908486763264	NA	NA	.	FALSE
1:44186104-44369684	0.434549327000071	NA	NA	.	FALSE
1:44369685-44553264	0.511733304281512	NA	NA	.	FALSE
1:44553265-44736844	0.45080074082144	NA	NA	.	FALSE
1:44736845-44920425	0.448788273296256	NA	NA	.	FALSE
1:44920426-45104005	0.475705414533174	NA	NA	.	FALSE
1:45104006-45287586	0.496260506261541	NA	NA	.	FALSE
1:45288087-45288341	0.627450980392157	NA	NA	PTCH2	TRUE
1:45288741-45288840	0.66	NA	NA	PTCH2	TRUE
1:45288915-45289057	0.608391608391608	NA	NA	PTCH2	TRUE
1:45291922-45292059	0.557971014492754	NA	NA	PTCH2	TRUE
1:45292160-45292440	0.658362989323843	NA	NA	PTCH2	TRUE
1:45292574-45292754	0.602209944751381	NA	NA	PTCH2	TRUE
1:45292839-45292981	0.622377622377622	NA	NA	PTCH2	TRUE
1:45293074-45293386	0.645367412140575	NA	NA	PTCH2	TRUE
1:45293515-45293863	0.616045845272206	NA	NA	PTCH2	TRUE
1:45293968-45294086	0.621848739495798	NA	NA	PTCH2	TRUE
1:45294178-45294303	0.626984126984127	NA	NA	PTCH2	TRUE
1:45294650-45294749	0.63	NA	NA	PTCH2	TRUE
1:45294829-45294984	0.673076923076923	NA	NA	PTCH2	TRUE
1:45295074-45295205	0.606060606060606	NA	NA	PTCH2	TRUE
1:45295286-45295433	0.601351351351351	NA	NA	PTCH2	TRUE
1:45295581-45295702	0.60655737704918	NA	NA	PTCH2	TRUE
1:45296520-45296715	0.658163265306122	NA	NA	PTCH2	TRUE
1:45297374-45297473	0.61	NA	NA	PTCH2	TRUE
1:45297632-45297731	0.46	NA	NA	PTCH2	TRUE
1:45297824-45298013	0.58421052631579	NA	NA	PTCH2	TRUE
1:45307519-45307711	0.549222797927461	NA	NA	PTCH2	TRUE
1:45308519-45308618	0.68	NA	NA	PTCH2	TRUE
1:45309119-45470904	0.432967005797782	NA	NA	.	FALSE
1:45470905-45632690	0.417520675460176	NA	NA	.	FALSE
1:45632691-45794477	0.426455772095409	NA	NA	.	FALSE
1:45794978-45795109	0.553030303030303	NA	NA	MUTYH	TRUE
1:45796159-45796258	0.56	NA	NA	MUTYH	TRUE
1:45796854-45797006	0.549019607843137	NA	NA	MUTYH	TRUE
1:45797092-45797228	0.678832116788321	NA	NA	MUTYH	TRUE
1:45797333-45797521	0.650793650793651	NA	NA	MUTYH	TRUE
1:45797677-45797776	0.61	NA	NA	MUTYH	TRUE
1:45797838-45797982	0.662068965517241	NA	NA	MUTYH	TRUE
1:45798062-45798161	0.63	NA	NA	MUTYH	TRUE
1:45798246-45798359	0.649122807017544	NA	NA	MUTYH	TRUE
1:45798421-45798520	0.62	NA	NA	MUTYH	TRUE
1:45798561-45798660	0.57	NA	NA	MUTYH	TRUE
1:45798756-45798855	0.58	NA	NA	MUTYH	TRUE
1:45798927-45799026	0.55	NA	NA	MUTYH	TRUE
1:45799085-45799275	0.586387434554974	NA	NA	MUTYH	TRUE
1:45800063-45800183	0.586776859504132	NA	NA	MUTYH	TRUE
1:45805859-45805958	0.66	NA	NA	.	TRUE
1:45806459-45987872	0.434905795583582	NA	NA	.	FALSE
1:45987873-46169286	0.440351902278766	NA	NA	.	FALSE
1:46169287-46350700	0.41756424531734	NA	NA	.	FALSE
1:46350701-46532114	0.420761352486578	NA	NA	.	FALSE
1:46532115-46713528	0.452517446283087	NA	NA	.	FALSE
1:46714029-46714128	0.54	NA	NA	RAD54L	TRUE
1:46714177-46714276	0.56	NA	NA	RAD54L	TRUE
1:46715672-46715791	0.491666666666667	NA	NA	RAD54L	TRUE
1:46724338-46724437	0.34	NA	NA	RAD54L	TRUE
1:46725636-46725771	0.610294117647059	NA	NA	RAD54L	TRUE
1:46726199-46726298	0.49	NA	NA	RAD54L	TRUE
1:46726399-46726687	0.536332179930796	NA	NA	RAD54L	TRUE
1:46726933-46727057	0.504	NA	NA	RAD54L	TRUE
1:46733131-46733281	0.503311258278146	NA	NA	RAD54L	TRUE
1:46736331-46736457	0.52755905511811	NA	NA	RAD54L	TRUE
1:46738125-46738224	0.42	NA	NA	RAD54L	TRUE
1:46738344-46738474	0.465648854961832	NA	NA	RAD54L	TRUE
1:46739027-46739137	0.540540540540541	NA	NA	RAD54L	TRUE
1:46739296-46739419	0.516129032258065	NA	NA	RAD54L	TRUE
1:46739799-46739898	0.5	NA	NA	RAD54L	TRUE
1:46740210-46740389	0.544444444444444	NA	NA	RAD54L	TRUE
1:46743489-46743652	0.542682926829268	NA	NA	RAD54L	TRUE
1:46743744-46743954	0.616113744075829	NA	NA	RAD54L	TRUE
1:46744455-46939915	0.492527921170975	NA	NA	.	FALSE
1:46939916-47135377	0.489762716026645	NA	NA	.	FALSE
1:47135378-47330839	0.421365789769879	NA	NA	.	FALSE
1:47330840-47526301	0.409829020474568	NA	NA	.	FALSE
1:47526302-47721763	0.444137479407762	NA	NA	.	FALSE
1:47721764-47917225	0.446127636062253	NA	NA	.	FALSE
1:47917226-48112687	0.472414075370149	NA	NA	.	FALSE
1:48112688-48308149	0.487874881051048	NA	NA	.	FALSE
1:48308150-48503611	0.468955602623528	NA	NA	.	FALSE
1:48503612-48699073	0.430692410801076	NA	NA	.	FALSE
